instance_id,agent_count,interaction_level,strategy,agent_order,original_index_order,agent_degrees,independent_conflict_count,independent_conflict_pair_count,ordering_low_level_searches,incident_conflict_counts,success,termination_reason,ordering_time_ms,pp_time_ms,total_time_ms,soc,makespan,conflict_count,error_message,catalogue_role,catalogue_seed,pp_low_level_searches,pp_agents_planned
AR0204SR_HO_n20_high_000,20,high,cdf_l,"[11, 5, 19, 12, 3, 16, 1, 13, 4, 8, 18, 15, 9, 10, 14, 6, 7, 17, 0, 2]","[11, 5, 19, 12, 3, 16, 1, 13, 4, 8, 18, 15, 9, 10, 14, 6, 7, 17, 0, 2]","[1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,3,20,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",True,success,61093.0367000401,61918.578399927355,123011.61509996746,4784,469,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_high_000,20,high,spf_cd,"[11, 5, 19, 12, 3, 16, 1, 13, 4, 6, 7, 17, 2, 0, 8, 18, 15, 9, 10, 14]","[11, 5, 19, 12, 3, 16, 1, 13, 4, 6, 7, 17, 2, 0, 8, 18, 15, 9, 10, 14]","[1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,3,20,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",True,success,61143.32370006014,63556.05130002368,124699.37500008382,4784,469,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_high_001,20,high,cdf_h,"[14, 1, 2, 10, 8, 6, 11, 9, 3, 5, 19, 12, 18, 4, 15, 13, 16, 7, 0, 17]","[14, 1, 2, 10, 8, 6, 11, 9, 3, 5, 19, 12, 18, 4, 15, 13, 16, 7, 0, 17]","[0, 3, 3, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0]",8,8,20,"[0, 3, 3, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0]",True,success,49398.397500044666,50152.805499965325,99551.20300000999,5078,501,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_high_001,20,high,cdf_l,"[3, 5, 19, 12, 18, 4, 15, 13, 16, 7, 0, 17, 6, 11, 9, 10, 8, 14, 1, 2]","[3, 5, 19, 12, 18, 4, 15, 13, 16, 7, 0, 17, 6, 11, 9, 10, 8, 14, 1, 2]","[0, 3, 3, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0]",8,8,20,"[0, 3, 3, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0]",True,success,49812.62139999308,50272.26180001162,100084.8832000047,5078,501,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_high_001,20,high,spf_cd,"[3, 5, 19, 12, 18, 6, 4, 15, 11, 13, 9, 14, 16, 1, 2, 10, 8, 7, 0, 17]","[3, 5, 19, 12, 18, 6, 4, 15, 11, 13, 9, 14, 16, 1, 2, 10, 8, 7, 0, 17]","[0, 3, 3, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0]",8,8,20,"[0, 3, 3, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0]",True,success,49126.70610006899,50519.58940003533,99646.29550010432,5078,501,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_high_002,20,high,cdf_h,"[6, 2, 9, 11, 4, 15, 19, 7, 18, 3, 14, 0, 8, 16, 10, 12, 17, 5, 1, 13]","[6, 2, 9, 11, 4, 15, 19, 7, 18, 3, 14, 0, 8, 16, 10, 12, 17, 5, 1, 13]","[0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,20,"[0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,43987.50310007017,44440.19429991022,88427.69739998039,4865,496,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_high_002,20,high,cdf_l,"[15, 19, 7, 18, 3, 14, 0, 8, 16, 10, 12, 17, 5, 1, 13, 2, 9, 11, 4, 6]","[15, 19, 7, 18, 3, 14, 0, 8, 16, 10, 12, 17, 5, 1, 13, 2, 9, 11, 4, 6]","[0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,20,"[0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,43522.95590005815,44389.23909992445,87912.1949999826,4865,496,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_high_002,20,high,spf_cd,"[15, 19, 7, 18, 3, 14, 2, 0, 8, 16, 9, 11, 6, 10, 4, 12, 17, 5, 1, 13]","[15, 19, 7, 18, 3, 14, 2, 0, 8, 16, 9, 11, 6, 10, 4, 12, 17, 5, 1, 13]","[0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,20,"[0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,43888.98590009194,44546.953499899246,88435.93939999118,4865,496,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_000,20,low,cdf_h,"[17, 19, 14, 16, 5, 10, 9, 1, 15, 18, 6, 0, 12, 7, 4, 3, 8, 11, 2, 13]","[17, 19, 14, 16, 5, 10, 9, 1, 15, 18, 6, 0, 12, 7, 4, 3, 8, 11, 2, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,92708.35059997626,94497.78540001716,187206.13599999342,6225,504,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_000,20,low,cdf_l,"[17, 19, 14, 16, 5, 10, 9, 1, 15, 18, 6, 0, 12, 7, 4, 3, 8, 11, 2, 13]","[17, 19, 14, 16, 5, 10, 9, 1, 15, 18, 6, 0, 12, 7, 4, 3, 8, 11, 2, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,92130.42410009075,95073.55560001452,187203.97970010526,6225,504,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_000,20,low,spf_cd,"[17, 19, 14, 16, 5, 10, 9, 1, 15, 18, 6, 0, 12, 7, 4, 3, 8, 11, 2, 13]","[17, 19, 14, 16, 5, 10, 9, 1, 15, 18, 6, 0, 12, 7, 4, 3, 8, 11, 2, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,93901.0781000834,95669.5303999586,189570.608500042,6225,504,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_001,20,low,cdf_h,"[8, 2, 3, 11, 16, 4, 5, 18, 7, 6, 15, 12, 0, 1, 9, 10, 19, 17, 13, 14]","[8, 2, 3, 11, 16, 4, 5, 18, 7, 6, 15, 12, 0, 1, 9, 10, 19, 17, 13, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,59714.727899990976,60577.940799994394,120292.66869998537,4901,494,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_001,20,low,cdf_l,"[8, 2, 3, 11, 16, 4, 5, 18, 7, 6, 15, 12, 0, 1, 9, 10, 19, 17, 13, 14]","[8, 2, 3, 11, 16, 4, 5, 18, 7, 6, 15, 12, 0, 1, 9, 10, 19, 17, 13, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,59165.02810001839,59421.98199999984,118587.01010001823,4901,494,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_001,20,low,spf_cd,"[8, 2, 3, 11, 16, 4, 5, 18, 7, 6, 15, 12, 0, 1, 9, 10, 19, 17, 13, 14]","[8, 2, 3, 11, 16, 4, 5, 18, 7, 6, 15, 12, 0, 1, 9, 10, 19, 17, 13, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,61008.670400013216,58885.34419995267,119894.01459996589,4901,494,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_002,20,low,cdf_h,"[16, 14, 10, 8, 13, 6, 17, 0, 11, 2, 19, 1, 18, 12, 9, 4, 3, 15, 5, 7]","[16, 14, 10, 8, 13, 6, 17, 0, 11, 2, 19, 1, 18, 12, 9, 4, 3, 15, 5, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,45381.223600008525,46240.76399998739,91621.98759999592,5936,505,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_002,20,low,cdf_l,"[16, 14, 10, 8, 13, 6, 17, 0, 11, 2, 19, 1, 18, 12, 9, 4, 3, 15, 5, 7]","[16, 14, 10, 8, 13, 6, 17, 0, 11, 2, 19, 1, 18, 12, 9, 4, 3, 15, 5, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,45351.81569994893,46521.96589997038,91873.78159991931,5936,505,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_low_002,20,low,spf_cd,"[16, 14, 10, 8, 13, 6, 17, 0, 11, 2, 19, 1, 18, 12, 9, 4, 3, 15, 5, 7]","[16, 14, 10, 8, 13, 6, 17, 0, 11, 2, 19, 1, 18, 12, 9, 4, 3, 15, 5, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,45543.116400018334,46579.666499979794,92122.78289999813,5936,505,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_000,20,medium,cdf_h,"[18, 9, 2, 0, 19, 15, 14, 11, 13, 7, 8, 10, 3, 6, 1, 5, 4, 16, 17, 12]","[18, 9, 2, 0, 19, 15, 14, 11, 13, 7, 8, 10, 3, 6, 1, 5, 4, 16, 17, 12]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,2,20,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",True,success,76923.89420000836,81829.64489993174,158753.5390999401,5107,503,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_000,20,medium,cdf_l,"[19, 15, 14, 11, 13, 7, 8, 10, 3, 6, 1, 5, 4, 16, 17, 12, 18, 9, 2, 0]","[19, 15, 14, 11, 13, 7, 8, 10, 3, 6, 1, 5, 4, 16, 17, 12, 18, 9, 2, 0]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,2,20,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",True,success,80741.48710002191,80021.8915999867,160763.37870000862,5107,503,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_000,20,medium,spf_cd,"[19, 15, 14, 11, 13, 7, 8, 10, 3, 6, 18, 1, 5, 9, 2, 0, 4, 16, 17, 12]","[19, 15, 14, 11, 13, 7, 8, 10, 3, 6, 18, 1, 5, 9, 2, 0, 4, 16, 17, 12]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,2,20,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",True,success,78826.59860001877,79032.38510002848,157858.98370004725,5107,503,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_001,20,medium,cdf_h,"[16, 3, 17, 12, 0, 14, 7, 15, 6, 2, 10, 19, 13, 4, 5, 1, 8, 11, 9, 18]","[16, 3, 17, 12, 0, 14, 7, 15, 6, 2, 10, 19, 13, 4, 5, 1, 8, 11, 9, 18]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]",2,2,20,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]",True,success,47222.413600073196,48440.617299987935,95663.03090006113,4591,509,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_001,20,medium,cdf_l,"[12, 0, 14, 7, 15, 6, 2, 10, 19, 13, 4, 5, 1, 8, 11, 9, 18, 3, 17, 16]","[12, 0, 14, 7, 15, 6, 2, 10, 19, 13, 4, 5, 1, 8, 11, 9, 18, 3, 17, 16]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]",2,2,20,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]",True,success,47640.641600009985,47888.832599972375,95529.47419998236,4593,509,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_001,20,medium,spf_cd,"[12, 0, 14, 7, 15, 6, 2, 10, 19, 16, 13, 4, 5, 1, 3, 17, 8, 11, 9, 18]","[12, 0, 14, 7, 15, 6, 2, 10, 19, 16, 13, 4, 5, 1, 3, 17, 8, 11, 9, 18]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]",2,2,20,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]",True,success,47094.52030004468,48506.87120005023,95601.3915000949,4591,509,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_002,20,medium,cdf_h,"[19, 8, 10, 11, 16, 0, 5, 18, 15, 7, 1, 3, 6, 14, 9, 13, 12, 4, 17, 2]","[19, 8, 10, 11, 16, 0, 5, 18, 15, 7, 1, 3, 6, 14, 9, 13, 12, 4, 17, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",2,2,20,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",True,success,48374.680800014175,49839.89569998812,98214.5765000023,4824,490,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_002,20,medium,cdf_l,"[16, 0, 5, 18, 15, 7, 1, 3, 6, 14, 9, 13, 12, 4, 17, 2, 19, 8, 10, 11]","[16, 0, 5, 18, 15, 7, 1, 3, 6, 14, 9, 13, 12, 4, 17, 2, 19, 8, 10, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",2,2,20,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",True,success,48514.984100009315,50385.17959997989,98900.1636999892,4824,490,0,,held_out_validation,2027,20,20
AR0204SR_HO_n20_medium_002,20,medium,spf_cd,"[19, 16, 0, 5, 8, 18, 15, 7, 1, 3, 6, 10, 14, 9, 11, 13, 12, 4, 17, 2]","[19, 16, 0, 5, 8, 18, 15, 7, 1, 3, 6, 10, 14, 9, 11, 13, 12, 4, 17, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",2,2,20,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",True,success,48712.9469999345,49680.04090001341,98392.98789994791,4824,490,0,,held_out_validation,2027,20,20
