algorithm,scenario_index,optimal_length,found,path_length,path_cost,visited_nodes,execution_time_ms,preprocessing_time_ms,abstract_nodes_visited,abstract_path_edge_count,refined_path_length,refined_path_cost,scanned_nodes,local_path_cache_hits,local_path_cache_misses,cache_hit_ratio,abstract_search_time_ms,refinement_time_ms,query_time_ms
HPA*,0,100.14213562,True,96,100.14213562373094,0,3.9456000085920095,307.6654999749735,0,0,96,100.14213562373094,,0,1,0.0,0.0,0.0,3.9399000233970582
HPA*,1,100.08326111,True,87,100.66904755831206,6,69.53430001158267,307.6654999749735,6,5,87,100.66904755831206,,0,5,0.0,0.047600013203918934,0.005699985194951296,69.51160001335666
HPA*,2,100.3969696,True,82,99.811183182043,0,11.871099995914847,307.6654999749735,0,0,82,99.811183182043,,0,1,0.0,0.0,0.0,11.8646000046283
HPA*,3,103.91168823,True,89,103.91168824543132,0,2.6014000177383423,307.6654999749735,0,0,89,103.91168824543132,,0,1,0.0,0.0,0.0,2.598399994894862
HPA*,4,102.61017303,True,78,102.02438661763942,4,17.322500003501773,307.6654999749735,4,3,78,102.02438661763942,,0,5,0.0,0.02929999027401209,0.0032999669201672077,17.306900001130998
HPA*,5,102.94112549,True,93,107.08326112068517,4,11.563699983526021,307.6654999749735,4,3,93,107.08326112068517,,0,5,0.0,0.028399983420968056,0.004499976057559252,11.547999980393797
HPA*,6,102.76955261,True,92,102.76955262170041,4,14.629699988290668,307.6654999749735,4,3,92,102.76955262170041,,0,5,0.0,0.027499976567924023,0.003500026650726795,14.61449998896569
HPA*,7,102.52691193,True,93,105.0121933088197,4,7.745100010652095,307.6654999749735,4,3,93,105.0121933088197,,0,4,0.0,0.020199979189783335,0.003600027412176132,7.730300014372915
HPA*,8,103.49747467,True,90,108.22539674441609,4,23.598100000526756,307.6654999749735,4,3,90,108.22539674441609,,0,5,0.0,0.02150004729628563,0.0029999646358191967,23.58119998825714
HPA*,9,101.14213562,True,97,101.14213562373092,4,16.928300028666854,307.6654999749735,4,3,97,101.14213562373092,,0,5,0.0,0.027300033252686262,0.004399975296109915,16.91240002401173
HPA*,10,107.46803741,True,88,113.26702730475866,4,83.41660001315176,307.6654999749735,4,3,88,113.26702730475866,,0,6,0.0,0.03430002834647894,0.0033999676816165447,83.39739998336881
HPA*,11,105.56854248,True,99,111.42640687119277,4,11.387999984435737,307.6654999749735,4,3,99,111.42640687119277,,0,5,0.0,0.021099986042827368,0.0024999608285725117,11.371799977496266
HPA*,12,105.85281372,False,0,0.0,0,129.47139999596402,307.6654999749735,15,0,0,0.0,,0,6,0.0,0.04610000178217888,0.0,129.46379999630153
HPA*,13,106.25483398,True,94,106.84062043356587,4,8.970799972303212,307.6654999749735,4,3,94,106.84062043356587,,0,4,0.0,0.020599982235580683,0.004199973773211241,8.957199985161424
HPA*,14,107.68124084,True,82,107.68124086713176,0,6.029099982697517,307.6654999749735,0,0,82,107.68124086713176,,0,1,0.0,0.0,0.0,6.014499987941235
HPA*,15,106.53910522,True,84,105.95331880577393,4,103.84759999578819,307.6654999749735,4,3,84,105.95331880577393,,0,6,0.0,0.04079996142536402,0.008600007276982069,103.82229997776449
HPA*,16,106.19595947,False,0,0.0,0,107.09360003238544,307.6654999749735,17,0,0,0.0,,0,6,0.0,0.04999997327104211,0.0,107.08600003272295
HPA*,17,107.41421356,True,107,121.49747468305826,4,14.15230002021417,307.6654999749735,4,3,107,121.49747468305826,,0,4,0.0,0.023800006601959467,0.0035999692045152187,14.136200014036149
HPA*,18,104.07106781,True,102,114.01219330881969,4,34.21289997640997,307.6654999749735,4,3,102,114.01219330881969,,0,5,0.0,0.021899992134422064,0.004199973773211241,34.19369994662702
HPA*,19,104.29646454,False,0,0.0,0,94.0594999701716,307.6654999749735,5,0,0,0.0,,0,6,0.0,0.0369000481441617,0.0,94.05319998040795
HPA*,20,108.43860016,False,0,0.0,0,108.14749996643513,307.6654999749735,17,0,0,0.0,,0,6,0.0,0.055500015150755644,0.0,108.14029996981844
