instance_id,agent_count,interaction_level,spf_ordering_time_ms,spf_pp_time_ms,spf_total_time_ms,cdf_h_ordering_time_ms,cdf_h_pp_time_ms,cdf_h_total_time_ms,cdf_l_ordering_time_ms,cdf_l_pp_time_ms,cdf_l_total_time_ms,spf_cd_ordering_time_ms,spf_cd_pp_time_ms,spf_cd_total_time_ms,cdf_h_ordering_minus_spf_ordering_ms,spf_cd_ordering_minus_spf_ordering_ms,catalogue,metric_group,mean_spf_ordering_ms,median_spf_ordering_ms,mean_cdf_h_ordering_ms,median_cdf_h_ordering_ms,mean_cdf_l_ordering_ms,median_cdf_l_ordering_ms,mean_spf_cd_ordering_ms,median_spf_cd_ordering_ms,mean_spf_pp_ms,mean_cdf_h_pp_ms,mean_cdf_l_pp_ms,mean_spf_cd_pp_ms,mean_spf_total_ms,mean_cdf_h_total_ms,mean_cdf_l_total_ms,mean_spf_cd_total_ms,mean_spf_ordering_s,mean_cdf_h_ordering_s,mean_cdf_l_ordering_s,mean_spf_cd_ordering_s,mean_spf_pp_s,mean_cdf_h_pp_s,mean_cdf_l_pp_s,mean_spf_cd_pp_s,mean_ordering_delta_cdf_h_minus_spf_ms,mean_ordering_delta_spf_cd_minus_spf_ms,note,median_spf_pp_ms,median_spf_total_ms,mean_spf_ordering_fraction,median_cdf_h_pp_ms,median_cdf_h_total_ms,mean_cdf_h_ordering_fraction,median_cdf_l_pp_ms,median_cdf_l_total_ms,mean_cdf_l_ordering_fraction,median_spf_cd_pp_ms,median_spf_cd_total_ms,mean_spf_cd_ordering_fraction
AR0204SR_n20_low_000,20,low,70959.79899994563,72587.44180004578,143547.2407999914,69114.83769991901,70514.73470008932,139629.57240000833,69520.57070005685,70891.64559997153,140412.21630002838,69928.67739999201,70624.8704000609,140553.5478000529,-1844.9613000266254,-1031.1215999536216,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_n20_low_001,20,low,57243.26390004717,57610.82479998004,114854.0887000272,56681.23980006203,57282.02170005534,113963.26150011737,56811.517799971625,57144.929000060074,113956.4468000317,56314.10630000755,57317.73849995807,113631.84479996562,-562.0240999851376,-929.1576000396162,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_n20_low_002,20,low,35575.835400028154,36148.99669995066,71724.83209997881,35102.64409997035,35674.61949994322,70777.26359991357,34938.29530000221,35577.444799942896,70515.7400999451,35046.744100051,35564.08470007591,70610.82880012691,-473.1913000578061,-529.0912999771535,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_n20_medium_000,20,medium,59677.17979999725,60286.24759998638,119963.42739998363,59013.00020003691,60245.36930001341,119258.36950005032,59080.62409993727,60249.602399999276,119330.22649993654,58853.42209995724,60233.31329994835,119086.73539990559,-664.1795999603346,-823.7577000400051,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_n20_medium_001,20,medium,43069.36039996799,43636.04110002052,86705.40149998851,42094.70640006475,42470.39439994842,84565.10080001317,42937.92379996739,43629.999800003134,86567.92359997053,42798.136799945496,43271.55689999927,86069.69369994476,-974.6539999032393,-271.2236000224948,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_n20_medium_002,20,medium,84549.1386000067,85074.0776999155,169623.2162999222,83681.89620005433,85302.50640003942,168984.40260009374,83144.19429993723,86619.75800001528,169763.9522999525,84388.8988000108,87588.49220001139,171977.39100002218,-867.2423999523744,-160.23979999590665,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_n20_high_000,20,high,28531.768099986948,28869.56249992363,57401.33059991058,28520.195899996907,28375.9013999952,56896.09729999211,28149.16919998359,28279.542900039814,56428.712100023404,28561.34429993108,28740.979499998502,57302.32379992958,-11.572199990041554,29.576199944131076,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_n20_high_001,20,high,46676.116900052875,47580.376900034025,94256.4938000869,46324.88279999234,124445.25089999661,170770.13369998895,47688.63450002391,110508.45520000439,158197.0897000283,45781.50369995274,45994.59570006002,91776.09940001275,-351.23410006053746,-894.6132001001388,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_n20_high_002,20,high,62268.57670000754,62830.679500009865,125099.25620001741,62513.64250003826,63059.53179998323,125573.17430002149,63116.743899998255,64153.54079997633,127270.28469997458,63750.83509995602,64218.99299998768,127969.8280999437,245.06580003071576,1482.2583999484777,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,primary,runtime_aggregate,29621.783266667517,28531.768099986948,29430.81117408885,28520.195899996907,29555.357070368093,28149.16919998359,29521.239577783963,28561.34429993108,30003.65674074015,33851.216859266126,32380.90283702628,30078.950885183145,59625.44000740767,63282.028033354974,61936.25990739437,59600.190462967104,29.621783266667517,29.43081117408885,29.555357070368093,29.521239577783962,30.003656740740148,33.851216859266124,32.38090283702628,30.078950885183144,-190.9720925786705,-100.54368888355654,"Ordering phases include independent ST-A* + conflict detection/graph; isolated graph-construction timing was not recorded separately. SPF from MAPF-6, MAPF-7 from separate benchmark run.",,,,,,,,,,,,
AR0204SR_HO_n05_low_000,5,low,2335.3993999771774,2313.8220999389887,4649.221499916166,2457.0712000131607,2440.152999944985,4897.224199958146,2404.0072000352666,2437.972899992019,4841.9801000272855,2413.961899932474,2448.707200004719,4862.669099937193,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n05_low_001,5,low,28885.277200024575,29102.297200006433,57987.57440003101,30800.986999995075,31614.983699982986,62415.97069997806,30978.578599984758,31585.878699901514,62564.45729988627,31124.901699949987,31592.47370006051,62717.3754000105,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n05_low_002,5,low,3658.151700044982,3689.2727999947965,7347.424500039779,3874.0563000319526,3984.390199999325,7858.4465000312775,4153.17689999938,3973.204900044948,8126.381800044328,3906.692499993369,3974.578300025314,7881.270800018683,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n05_medium_000,5,medium,5515.3259000508115,5737.096600001678,11252.42250005249,5979.574600001797,6016.362900030799,11995.937500032596,5992.912900052033,6231.885000015609,12224.797900067642,5916.446499992162,6165.886100032367,12082.332600024529,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n05_medium_001,5,medium,3868.47410001792,3880.25279995054,7748.72689996846,4135.188900050707,4224.950200063176,8360.139100113884,4115.634299931116,4183.6370000382885,8299.271299969405,4160.773999989033,4174.354300019331,8335.128300008364,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n05_medium_002,5,medium,10023.45099998638,10365.91029993724,20389.36129992362,10953.013199963607,11003.788199974224,21956.80139993783,10800.384299946018,11029.252300038934,21829.63659998495,10819.147999980487,11219.868500018492,22039.01649999898,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n05_high_000,5,high,31318.345100036822,31800.2642999636,63118.60940000042,34068.14819993451,34718.658400001004,68786.80659993552,33267.19189994037,33601.02070006542,66868.21260000579,32308.97770007141,33834.56850005314,66143.54620012455,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n05_high_001,5,high,19427.87070001941,19669.388000038452,39097.258700057864,20378.463299944997,20971.9476000173,41350.4108999623,20493.655600002967,20778.117700014263,41271.77330001723,20412.411600002088,20948.533299961127,41360.944899963215,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n05_high_002,5,high,22168.374400003813,22326.25070004724,44494.62510005105,23462.7931000432,23411.627999972552,46874.42110001575,23195.22059999872,23526.475099963136,46721.695699961856,23125.935899908654,23434.96280000545,46560.898699914105,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_low_000,10,low,41488.90560003929,41112.714499933645,82601.62009997293,42764.20269999653,44033.65799994208,86797.86069993861,42704.94560000952,43939.6080999868,86644.55369999632,42852.85959998146,43943.84779990651,86796.70739988796,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_low_001,10,low,23925.794899929315,24415.403500082903,48341.19840001222,24935.02500001341,25641.677199979313,50576.702199992724,25193.75169998966,25883.83619999513,51077.58789998479,26015.24039998185,25826.417800039053,51841.6582000209,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_low_002,10,low,27364.589700009674,27849.30370002985,55213.893400039524,29574.031900032423,31150.743499980308,60724.77540001273,30449.59699991159,30273.285800009035,60722.882799920626,29742.618500022218,30213.195999967866,59955.81449999008,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_medium_000,10,medium,80314.46019990835,81130.35130000208,161444.81149991043,86497.8900999995,88659.18269997928,175157.07279997878,86197.6982000051,88455.9600999346,174653.6582999397,86742.9646999808,86815.99590007681,173558.96060005762,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_medium_001,10,medium,17150.39980004076,17312.21070000902,34462.61050004978,17844.2015000619,18008.84710007813,35853.04860014003,17833.880699938163,18539.954800042324,36373.83549998049,18533.822599914856,18581.76149998326,37115.584099898115,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_medium_002,10,medium,17862.35009995289,17937.6568000298,35800.00689998269,18994.440900045447,19044.63670006953,38039.07760011498,19355.352099984884,19369.54469990451,38724.89679988939,18897.83659996465,18961.14300005138,37858.97960001603,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_high_000,10,high,13286.931200069375,13667.159499949776,26954.09070001915,14004.782499978319,14172.078100033104,28176.860600011423,14179.245500010438,39177.564499899745,53356.80999991018,14214.663699967787,14372.88979999721,28587.553499964997,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_high_001,10,high,39658.39150000829,40350.15299997758,80008.54449998587,42258.0666000722,42715.835400042124,84973.90200011432,42847.053200006485,43709.51880002394,86556.57200003043,43710.866699926555,41979.93249993306,85690.79919985961,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n10_high_002,10,high,21667.916300008073,21881.025600014254,43548.94190002233,22441.011600079946,22611.508900066838,45052.520500146784,22520.42519999668,22752.967300009914,45273.392500006594,22570.14560000971,22688.00259998534,45258.14819999505,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_low_000,20,low,89467.86030009389,90905.460900045,180373.3212001389,92708.35059997626,94497.78540001716,187206.13599999342,92130.42410009075,95073.55560001452,187203.97970010526,93901.0781000834,95669.5303999586,189570.608500042,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_low_001,20,low,56233.73980005272,57221.604499965906,113455.34430001862,59714.727899990976,60577.940799994394,120292.66869998537,59165.02810001839,59421.98199999984,118587.01010001823,61008.670400013216,58885.34419995267,119894.01459996589,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_low_002,20,low,44392.00670004357,44779.669699957594,89171.67640000116,45381.223600008525,46240.76399998739,91621.98759999592,45351.81569994893,46521.96589997038,91873.78159991931,45543.116400018334,46579.666499979794,92122.78289999813,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_medium_000,20,medium,73792.29999997187,74621.37790000997,148413.67789998185,76923.89420000836,81829.64489993174,158753.5390999401,80741.48710002191,80021.8915999867,160763.37870000862,78826.59860001877,79032.38510002848,157858.98370004725,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_medium_001,20,medium,44813.29129997175,45211.13319997676,90024.42449994851,47222.413600073196,48440.617299987935,95663.03090006113,47640.641600009985,47888.832599972375,95529.47419998236,47094.52030004468,48506.87120005023,95601.3915000949,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_medium_002,20,medium,46002.658499986865,46356.92960000597,92359.58809999283,48374.680800014175,49839.89569998812,98214.5765000023,48514.984100009315,50385.17959997989,98900.1636999892,48712.9469999345,49680.04090001341,98392.98789994791,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_high_000,20,high,58743.54639998637,59233.20229991805,117976.74869990442,62090.89190000668,62056.0589999659,124146.95089997258,61093.0367000401,61918.578399927355,123011.61509996746,61143.32370006014,63556.05130002368,124699.37500008382,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_high_001,20,high,47359.000500058755,48217.99540007487,95576.99590013362,49398.397500044666,50152.805499965325,99551.20300000999,49812.62139999308,50272.26180001162,100084.8832000047,49126.70610006899,50519.58940003533,99646.29550010432,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0204SR_HO_n20_high_002,20,high,42215.91270004865,42766.75690000411,84982.66960005276,43987.50310007017,44440.19429991022,88427.69739998039,43522.95590005815,44389.23909992445,87912.1949999826,43888.98590009194,44546.953499899246,88435.93939999118,,,held_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,held_out,runtime_aggregate,33812.61944445712,28885.277200024575,35600.92710372043,30800.986999995075,35727.98911851607,30978.578599984758,35804.304248144574,31124.901699949987,34216.83939999504,36388.91617407057,37234.932266654345,36227.909337039346,68029.45884445217,71989.84327779099,72962.92138517041,72032.21358518393,,,,,,,,,,,Held-out runtime from independent SPF and MAPF-7 runs; ordering fraction = mean ordering / mean total.,29102.297200006433,57987.57440003101,0.497029081500838,31614.983699982986,62415.97069997806,0.4945270816376869,33601.02070006542,62564.45729988627,0.4896732263488797,31592.47370006051,62717.3754000105,0.49705961355474776
