instance_id,agent_count,interaction_level,strategy,agent_order,original_index_order,agent_degrees,independent_conflict_count,independent_conflict_pair_count,ordering_low_level_searches,incident_conflict_counts,success,termination_reason,ordering_time_ms,pp_time_ms,total_time_ms,soc,makespan,conflict_count,error_message,pp_low_level_searches,pp_agents_planned
AR0204SR_n20_low_001,20,low,cdf_l,"[19, 10, 15, 8, 0, 18, 1, 14, 5, 9, 13, 17, 3, 16, 6, 12, 4, 11, 7, 2]","[19, 10, 15, 8, 0, 18, 1, 14, 5, 9, 13, 17, 3, 16, 6, 12, 4, 11, 7, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,56811.517799971625,57144.929000060074,113956.4468000317,5969,511,0,,20,20
AR0204SR_n20_low_001,20,low,spf_cd,"[19, 10, 15, 8, 0, 18, 1, 14, 5, 9, 13, 17, 3, 16, 6, 12, 4, 11, 7, 2]","[19, 10, 15, 8, 0, 18, 1, 14, 5, 9, 13, 17, 3, 16, 6, 12, 4, 11, 7, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,56314.10630000755,57317.73849995807,113631.84479996562,5969,511,0,,20,20
AR0204SR_n20_low_002,20,low,cdf_h,"[10, 15, 2, 8, 16, 18, 4, 11, 9, 1, 0, 19, 3, 13, 14, 7, 17, 5, 6, 12]","[10, 15, 2, 8, 16, 18, 4, 11, 9, 1, 0, 19, 3, 13, 14, 7, 17, 5, 6, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,35102.64409997035,35674.61949994322,70777.26359991357,4726,489,0,,20,20
AR0204SR_n20_low_002,20,low,cdf_l,"[10, 15, 2, 8, 16, 18, 4, 11, 9, 1, 0, 19, 3, 13, 14, 7, 17, 5, 6, 12]","[10, 15, 2, 8, 16, 18, 4, 11, 9, 1, 0, 19, 3, 13, 14, 7, 17, 5, 6, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,34938.29530000221,35577.444799942896,70515.7400999451,4726,489,0,,20,20
AR0204SR_n20_low_002,20,low,spf_cd,"[10, 15, 2, 8, 16, 18, 4, 11, 9, 1, 0, 19, 3, 13, 14, 7, 17, 5, 6, 12]","[10, 15, 2, 8, 16, 18, 4, 11, 9, 1, 0, 19, 3, 13, 14, 7, 17, 5, 6, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,success,35046.744100051,35564.08470007591,70610.82880012691,4726,489,0,,20,20
AR0204SR_n20_medium_000,20,medium,cdf_h,"[5, 13, 14, 1, 7, 11, 4, 19, 10, 6, 2, 8, 12, 3, 0, 9, 17, 16, 15, 18]","[5, 13, 14, 1, 7, 11, 4, 19, 10, 6, 2, 8, 12, 3, 0, 9, 17, 16, 15, 18]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1,20,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",True,success,59013.00020003691,60245.36930001341,119258.36950005032,5192,498,0,,20,20
AR0204SR_n20_medium_000,20,medium,cdf_l,"[14, 1, 7, 11, 4, 19, 10, 6, 2, 8, 12, 3, 0, 9, 17, 16, 15, 18, 5, 13]","[14, 1, 7, 11, 4, 19, 10, 6, 2, 8, 12, 3, 0, 9, 17, 16, 15, 18, 5, 13]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1,20,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",True,success,59080.62409993727,60249.602399999276,119330.22649993654,5192,498,0,,20,20
AR0204SR_n20_medium_000,20,medium,spf_cd,"[14, 1, 7, 11, 5, 4, 19, 10, 6, 2, 8, 12, 3, 0, 9, 17, 16, 15, 13, 18]","[14, 1, 7, 11, 5, 4, 19, 10, 6, 2, 8, 12, 3, 0, 9, 17, 16, 15, 13, 18]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1,20,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",True,success,58853.42209995724,60233.31329994835,119086.73539990559,5192,498,0,,20,20
AR0204SR_n20_medium_001,20,medium,cdf_h,"[13, 9, 7, 19, 11, 8, 18, 4, 16, 10, 17, 0, 1, 14, 12, 3, 6, 5, 15, 2]","[13, 9, 7, 19, 11, 8, 18, 4, 16, 10, 17, 0, 1, 14, 12, 3, 6, 5, 15, 2]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",2,2,20,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",True,success,42094.70640006475,42470.39439994842,84565.10080001317,5428,509,0,,20,20
AR0204SR_n20_medium_001,20,medium,cdf_l,"[19, 11, 8, 18, 4, 16, 10, 17, 0, 1, 14, 12, 3, 6, 5, 15, 2, 9, 7, 13]","[19, 11, 8, 18, 4, 16, 10, 17, 0, 1, 14, 12, 3, 6, 5, 15, 2, 9, 7, 13]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",2,2,20,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",True,success,42937.92379996739,43629.999800003134,86567.92359997053,5428,509,0,,20,20
AR0204SR_n20_medium_001,20,medium,spf_cd,"[19, 11, 8, 18, 4, 9, 16, 10, 13, 17, 0, 1, 14, 12, 3, 6, 5, 7, 15, 2]","[19, 11, 8, 18, 4, 9, 16, 10, 13, 17, 0, 1, 14, 12, 3, 6, 5, 7, 15, 2]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",2,2,20,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",True,success,42798.136799945496,43271.55689999927,86069.69369994476,5428,509,0,,20,20
AR0204SR_n20_medium_002,20,medium,cdf_h,"[10, 13, 15, 17, 7, 18, 3, 11, 8, 16, 12, 2, 0, 9, 4, 1, 19, 6, 14, 5]","[10, 13, 15, 17, 7, 18, 3, 11, 8, 16, 12, 2, 0, 9, 4, 1, 19, 6, 14, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",True,success,83681.89620005433,85302.50640003942,168984.40260009374,5565,471,0,,20,20
AR0204SR_n20_medium_002,20,medium,cdf_l,"[15, 17, 7, 18, 3, 11, 8, 16, 12, 2, 0, 9, 4, 1, 19, 6, 14, 5, 10, 13]","[15, 17, 7, 18, 3, 11, 8, 16, 12, 2, 0, 9, 4, 1, 19, 6, 14, 5, 10, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",True,success,83144.19429993723,86619.75800001528,169763.9522999525,5565,471,0,,20,20
AR0204SR_n20_medium_002,20,medium,spf_cd,"[15, 17, 7, 18, 3, 11, 8, 10, 16, 12, 2, 0, 9, 4, 1, 19, 6, 13, 14, 5]","[15, 17, 7, 18, 3, 11, 8, 10, 16, 12, 2, 0, 9, 4, 1, 19, 6, 13, 14, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",True,success,84388.8988000108,87588.49220001139,171977.39100002218,5565,471,0,,20,20
