instance_id,agent_count,interaction_level,ordering_index,ordering_seed,agent_order,base_seed,success,termination_reason,execution_time_ms,soc,makespan,conflict_count,pp_low_level_searches,pp_agents_planned
AR0204SR_n10_low_000,10,low,0,2725181950810151107,"[4, 0, 9, 7, 6, 3, 1, 8, 2, 5]",2026,True,success,25234.272000030614,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,1,1567544306339797376,"[7, 4, 1, 2, 3, 5, 0, 8, 9, 6]",2026,True,success,25000.67380000837,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,2,7864041012452903721,"[3, 1, 4, 8, 2, 6, 9, 7, 0, 5]",2026,True,success,25283.322900068015,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,3,8839470204000464775,"[5, 6, 4, 9, 2, 3, 7, 0, 8, 1]",2026,True,success,25155.466299969703,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,4,1110746906295434576,"[9, 2, 4, 6, 5, 0, 7, 1, 3, 8]",2026,True,success,25041.954900021665,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,5,7627987380547538163,"[9, 6, 5, 2, 8, 7, 3, 0, 4, 1]",2026,True,success,25122.90839990601,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,6,1026217722606604827,"[6, 4, 0, 9, 7, 5, 2, 3, 1, 8]",2026,True,success,24992.125599994324,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,7,1118221346100409253,"[4, 5, 0, 2, 6, 1, 7, 8, 3, 9]",2026,True,success,25032.965200021863,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,8,6209024213356672329,"[6, 2, 3, 1, 4, 9, 8, 7, 0, 5]",2026,True,success,25098.687899997458,2594,495,0,10,10
AR0204SR_n10_low_000,10,low,9,5624388218756058048,"[9, 6, 0, 5, 3, 1, 7, 4, 8, 2]",2026,True,success,26008.503600023687,2594,495,0,10,10
AR0204SR_n10_low_001,10,low,0,8231899373710610965,"[1, 6, 0, 7, 3, 2, 9, 4, 5, 8]",2026,True,success,31515.537800034508,2400,455,0,10,10
AR0204SR_n10_low_001,10,low,1,6287019066560021686,"[5, 0, 4, 6, 1, 2, 9, 7, 3, 8]",2026,True,success,31866.87080003321,2400,455,0,10,10
