algorithm,scenario_index,optimal_length,found,path_length,path_cost,visited_nodes,execution_time_ms,preprocessing_time_ms,abstract_nodes_visited,abstract_path_edge_count,refined_path_length,refined_path_cost,scanned_nodes,local_path_cache_hits,local_path_cache_misses,cache_hit_ratio,abstract_search_time_ms,refinement_time_ms,query_time_ms
A*,0,100.14213562,True,96,100.14213562373094,413,4.241499991621822,,,,,,,,,,,,
A*,1,100.08326111,True,86,100.08326112068515,272,2.7842000126838684,,,,,,,,,,,,
A*,2,100.3969696,True,82,99.811183182043,1213,13.00249999621883,,,,,,,,,,,,
A*,3,103.91168823,True,89,103.91168824543132,261,2.7433999930508435,,,,,,,,,,,,
A*,4,102.61017303,True,78,102.02438661763942,770,9.672500018496066,,,,,,,,,,,,
A*,5,102.94112549,True,93,102.94112549695421,992,10.099400009494275,,,,,,,,,,,,
A*,6,102.76955261,True,92,102.7695526217004,279,2.903799992054701,,,,,,,,,,,,
A*,7,102.52691193,True,93,102.52691193458115,347,3.5611000494100153,,,,,,,,,,,,
A*,8,103.49747467,True,89,103.49747468305826,1352,15.058199991472065,,,,,,,,,,,,
A*,9,101.14213562,True,97,101.14213562373092,677,6.643100001383573,,,,,,,,,,,,
A*,10,107.46803741,True,88,107.46803743153536,813,8.969000016804785,,,,,,,,,,,,
A*,11,105.56854248,True,89,105.56854249492369,582,5.85659994976595,,,,,,,,,,,,
A*,12,105.85281372,True,80,105.26702730475867,280,2.9286000062711537,,,,,,,,,,,,
A*,13,106.25483398,True,93,106.25483399593895,1988,21.278000029269606,,,,,,,,,,,,
A*,14,107.68124084,True,82,107.68124086713176,458,4.677999997511506,,,,,,,,,,,,
A*,15,106.53910522,True,84,105.95331880577392,325,3.4002999891526997,,,,,,,,,,,,
A*,16,106.19595947,True,82,105.6101730552663,2436,25.993800023570657,,,,,,,,,,,,
A*,17,107.41421356,True,107,107.41421356237309,210,2.3098999517969787,,,,,,,,,,,,
A*,18,104.07106781,True,102,104.07106781186546,500,5.596499948296696,,,,,,,,,,,,
A*,19,104.29646454,True,84,104.29646455628159,519,5.52639999659732,,,,,,,,,,,,
A*,20,108.43860016,True,83,107.85281374238559,705,7.27609999012202,,,,,,,,,,,,
A*,21,108.24264069,True,107,108.24264068711928,206,2.271800010930747,,,,,,,,,,,,
A*,22,111.91168823,True,96,111.32590180780441,827,9.084200020879507,,,,,,,,,,,,
A*,23,108.09545441,True,81,107.50966799187795,327,3.4195000189356506,,,,,,,,,,,,
A*,24,109.12489166,True,88,109.12489168102772,964,10.099800012540072,,,,,,,,,,,,
A*,25,108.46803741,True,88,107.88225099390847,776,7.728700002189726,,,,,,,,,,,,
A*,26,109.55634918,True,105,109.55634918610401,275,3.574599977582693,,,,,,,,,,,,
A*,27,108.08326111,True,92,106.91168824543138,1964,18.04890000494197,,,,,,,,,,,,
A*,28,110.81118317,True,93,110.81118318204298,1493,13.390299980528653,,,,,,,,,,,,
A*,29,109.04163055,True,102,109.04163056034258,759,7.533299969509244,,,,,,,,,,,,
A*,30,112.4091629,True,83,112.40916292848962,456,5.194100027438253,,,,,,,,,,,,
A*,31,115.74011536,True,100,115.7401153701775,270,2.5229999446310103,,,,,,,,,,,,
A*,32,112.05382385,True,92,111.46803743153535,1794,16.37200004188344,,,,,,,,,,,,
A*,33,112.43860016,True,88,112.43860018001246,319,2.9894000035710633,,,,,,,,,,,,
A*,34,115.25483398,True,101,114.66904755831206,2248,20.06710000569001,,,,,,,,,,,,
A*,35,115.32590179,True,100,115.32590180780443,343,3.2190000056289136,,,,,,,,,,,,
A*,36,112.91168823,True,98,112.91168824543134,325,3.0690000276081264,,,,,,,,,,,,
A*,37,112.6984848,True,103,112.11269837220803,1248,10.929500043857843,,,,,,,,,,,,
A*,38,114.49747467,True,100,114.49747468305826,476,5.223100015427917,,,,,,,,,,,,
A*,39,112.11269836,True,103,112.11269837220803,346,3.083699964918196,,,,,,,,,,,,
A*,40,119.50966797,True,90,117.75230867899724,634,5.679699999745935,,,,,,,,,,,,
A*,41,119.48023071,True,86,118.30865786510127,430,4.698100034147501,,,,,,,,,,,,
A*,42,116.43860016,True,91,115.85281374238559,538,5.000000004656613,,,,,,,,,,,,
A*,43,119.35533905,True,108,118.76955262170041,2087,24.005199957173318,,,,,,,,,,,,
A*,44,116.49747467,True,102,116.49747468305824,367,4.63600002694875,,,,,,,,,,,,
A*,45,118.81118317,True,100,118.22539674441609,1736,15.543900022748858,,,,,,,,,,,,
A*,46,119.25483398,True,106,119.25483399593895,1888,16.923399991355836,,,,,,,,,,,,
A*,47,116.46803741,True,96,115.88225099390847,600,5.410699988715351,,,,,,,,,,,,
A*,48,118.68124084,True,92,118.0954544295049,1534,14.850699983071536,,,,,,,,,,,,
A*,49,118.28427124,True,110,118.28427124746185,1136,10.911499965004623,,,,,,,,,,,,
A*,50,122.12489166,True,101,122.1248916810277,271,2.534699975512922,,,,,,,,,,,,
A*,51,122.50966797,True,96,122.50966799187792,365,3.3897999674081802,,,,,,,,,,,,
A*,52,122.66904755,True,109,122.66904755831204,1545,14.23369999974966,,,,,,,,,,,,
A*,53,120.22539673,True,102,120.22539674441606,317,3.0014999792911112,,,,,,,,,,,,
A*,54,121.32590179,True,105,120.7401153701775,2235,20.943800045643002,,,,,,,,,,,,
A*,55,123.3969696,True,106,123.39696961966987,360,3.489100025035441,,,,,,,,,,,,
A*,56,123.96551208,True,88,122.79393923933982,1029,9.374699962791055,,,,,,,,,,,,
A*,57,123.88225098,True,102,122.71067811865463,1625,14.694599958602339,,,,,,,,,,,,
A*,58,121.52691193,True,112,121.52691193458112,222,2.1841999841853976,,,,,,,,,,,,
A*,59,123.3969696,True,105,122.81118318204302,498,4.5001000398769975,,,,,,,,,,,,
A*,60,127.78174591,True,104,127.1959594928932,1116,9.911499975714833,,,,,,,,,,,,
A*,61,126.22539673,True,108,126.22539674441607,344,3.2280999585054815,,,,,,,,,,,,
A*,62,124.22539673,True,106,124.22539674441606,343,3.212599956896156,,,,,,,,,,,,
A*,63,124.36753235,True,102,124.367532368147,631,5.810700007714331,,,,,,,,,,,,
A*,64,125.88225098,True,104,124.71067811865466,2022,20.351699960883707,,,,,,,,,,,,
A*,65,127.4091629,True,97,126.82337649086269,2675,24.168799980543554,,,,,,,,,,,,
A*,66,124.0243866,True,100,124.02438661763941,1602,14.54780000494793,,,,,,,,,,,,
A*,67,125.0121933,True,113,125.01219330881968,459,4.153300018515438,,,,,,,,,,,,
A*,68,124.50966797,True,96,123.33809511662416,591,5.808999994769692,,,,,,,,,,,,
A*,69,127.22539673,True,109,127.22539674441606,372,3.5127000301145017,,,,,,,,,,,,
A*,70,129.3137085,True,126,129.31370849898474,393,3.5334000131115317,,,,,,,,,,,,
A*,71,131.46803741,True,109,129.71067811865467,1686,15.296500001568347,,,,,,,,,,,,
A*,72,129.50966797,True,102,128.92388155425104,1281,11.873100011143833,,,,,,,,,,,,
A*,73,130.30865784,True,98,130.30865786510128,1061,9.928299987223,,,,,,,,,,,,
A*,74,128.62236633,True,92,128.0365799264591,399,3.6705000093206763,,,,,,,,,,,,
A*,75,130.18376617,True,119,130.1837661840735,572,5.087499972432852,,,,,,,,,,,,
A*,76,130.61017303,True,106,130.02438661763938,1668,15.603200008627027,,,,,,,,,,,,
A*,77,130.66904755,True,117,130.66904755831206,938,9.045299957506359,,,,,,,,,,,,
A*,78,128.29646454,True,106,127.12489168102776,1272,11.2496999790892,,,,,,,,,,,,
A*,79,131.85281372,True,107,131.8528137423856,920,8.234399952925742,,,,,,,,,,,,
A*,80,135.16652222,True,107,135.16652224137036,1810,16.10960002290085,,,,,,,,,,,,
A*,81,132.92388153,True,105,132.33809511662412,1498,13.861700019333512,,,,,,,,,,,,
A*,82,132.4091629,True,102,131.8233764908627,1153,11.266799992881715,,,,,,,,,,,,
A*,83,132.78174591,True,110,132.78174593052012,740,6.627900002058595,,,,,,,,,,,,
A*,84,135.15432892,True,117,133.98275605729683,2948,27.662700042128563,,,,,,,,,,,,
A*,85,134.79898987,True,129,134.7989898732233,343,3.195199999026954,,,,,,,,,,,,
A*,86,132.36753235,True,110,132.36753236814707,862,7.644500001333654,,,,,,,,,,,,
A*,87,134.49747467,True,120,134.49747468305827,657,5.751900025643408,,,,,,,,,,,,
A*,88,134.50966797,True,107,133.92388155425107,669,5.927100020926446,,,,,,,,,,,,
A*,89,134.81118317,True,116,134.22539674441612,403,3.7806000327691436,,,,,,,,,,,,
A*,90,137.7228714,True,103,136.55129855222054,2309,21.08759997645393,,,,,,,,,,,,
A*,91,139.92388153,True,110,138.16652224137033,724,6.396399985533208,,,,,,,,,,,,
A*,92,136.98275604,True,120,136.9827560572968,794,7.282299979124218,,,,,,,,,,,,
A*,93,136.59797974,True,125,136.59797974644664,1723,15.65739995567128,,,,,,,,,,,,
A*,94,138.19595947,True,115,138.19595949289328,1974,17.972300003748387,,,,,,,,,,,,
A*,95,138.68124084,True,113,138.68124086713178,586,5.221800005529076,,,,,,,,,,,,
A*,96,137.38477631,True,131,136.79898987322338,1585,14.191899972502142,,,,,,,,,,,,
A*,97,137.0,True,137,137.0,138,2.4361999821849167,,,,,,,,,,,,
A*,98,137.18376617,True,126,137.1837661840735,581,5.245000007562339,,,,,,,,,,,,
A*,99,139.7106781,True,119,139.7106781186547,1569,13.947099971119314,,,,,,,,,,,,
HPA*,0,100.14213562,True,96,100.14213562373092,8,6.898999970871955,818.645799998194,8,7,96,100.14213562373092,,0,8,0.0,0.4206000012345612,0.006599992047995329,6.873500009533018
HPA*,1,100.08326111,True,94,109.74011537017753,19,9.839500009547919,818.645799998194,19,9,94,109.74011537017753,,0,11,0.0,0.36339997313916683,0.008200004231184721,9.815099998377264
HPA*,2,100.3969696,True,87,102.74011537017755,10,6.837200024165213,818.645799998194,10,9,87,102.74011537017755,,1,6,0.14285714285714285,0.32140000257641077,0.007499998901039362,6.813800020609051
HPA*,3,103.91168823,True,106,117.18376618407352,11,3.6819999804720283,818.645799998194,11,9,106,117.18376618407352,,0,7,0.0,0.26709999656304717,0.006200047209858894,3.6581000313162804
HPA*,4,102.61017303,True,101,115.49747468305827,11,13.978099974337965,818.645799998194,11,9,101,115.49747468305827,,0,10,0.0,0.42910000775009394,0.007099995855242014,13.946599967312068
HPA*,5,102.94112549,True,93,104.5979797464466,8,4.047000024002045,818.645799998194,8,7,93,104.5979797464466,,0,7,0.0,0.2511999919079244,0.004699977580457926,4.028199997264892
HPA*,6,102.76955261,True,94,105.59797974644663,10,12.68260000506416,818.645799998194,10,9,94,105.59797974644663,,1,9,0.1,0.299000006634742,0.007099995855242014,12.657899991609156
