manifest_sha256,map_name,instance_id,method,candidate_id,agent_order,success,soc,makespan,pair_conflict_event_count,matches_cglps_candidate_order,selected
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,AR0400SR_n20_medium_002,cglps,0,"[19, 1, 12, 2, 11, 9, 7, 5, 3, 17, 4, 13, 8, 16, 14, 6, 15, 0, 10, 18]",True,4393,444,,False,True
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,AR0400SR_n20_medium_002,cglps,1,"[19, 1, 12, 2, 11, 9, 7, 5, 3, 17, 4, 13, 8, 16, 14, 10, 15, 0, 6, 18]",True,4405,444,1,True,False
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,AR0400SR_n20_medium_002,ubls,0,"[19, 1, 12, 2, 11, 9, 7, 5, 3, 17, 4, 13, 8, 16, 14, 6, 15, 0, 10, 18]",True,4393,444,,False,True
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,AR0400SR_n20_medium_002,ubls,1,"[19, 1, 12, 2, 11, 9, 7, 5, 3, 10, 4, 13, 8, 16, 14, 6, 15, 0, 17, 18]",True,4405,444,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_000,cglps,0,"[2, 0, 4, 1, 3]",True,1037,357,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_000,cglps,1,"[2, 0, 4, 3, 1]",True,1037,356,241,True,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_000,ubls,0,"[2, 0, 4, 1, 3]",True,1037,357,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_000,ubls,1,"[2, 0, 1, 4, 3]",True,1037,357,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_001,cglps,0,"[1, 0, 4, 2, 3]",True,1366,395,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_001,cglps,1,"[1, 3, 4, 2, 0]",True,1366,395,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_001,cglps,2,"[1, 0, 2, 4, 3]",True,1366,395,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_001,cglps,3,"[1, 0, 3, 2, 4]",True,1366,395,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_001,ubls,0,"[1, 0, 4, 2, 3]",True,1366,395,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_001,ubls,1,"[0, 1, 4, 2, 3]",True,1366,395,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_001,ubls,2,"[3, 0, 4, 2, 1]",True,1366,395,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_001,ubls,3,"[1, 0, 4, 3, 2]",True,1366,395,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_002,cglps,0,"[3, 0, 1, 4, 2]",True,1832,499,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_002,cglps,1,"[3, 0, 1, 2, 4]",True,1832,498,367,True,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_002,ubls,0,"[3, 0, 1, 4, 2]",True,1832,499,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_high_002,ubls,1,"[3, 1, 0, 4, 2]",True,1832,499,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_low_000,cglps,0,"[2, 3, 1, 4, 0]",True,1665,511,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_low_000,ubls,0,"[2, 3, 1, 4, 0]",True,1665,511,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_low_001,cglps,0,"[0, 2, 4, 1, 3]",True,1034,476,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_low_001,ubls,0,"[0, 2, 4, 1, 3]",True,1034,476,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_low_002,cglps,0,"[1, 2, 3, 4, 0]",True,1609,489,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_low_002,ubls,0,"[1, 2, 3, 4, 0]",True,1609,489,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_000,cglps,0,"[2, 3, 4, 0, 1]",True,1652,499,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_000,cglps,1,"[2, 3, 1, 0, 4]",True,1652,499,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_000,cglps,2,"[2, 4, 3, 0, 1]",True,1652,499,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_000,ubls,0,"[2, 3, 4, 0, 1]",True,1652,499,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_000,ubls,1,"[2, 3, 1, 0, 4]",True,1652,499,,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_000,ubls,2,"[2, 3, 0, 4, 1]",True,1652,499,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_001,cglps,0,"[3, 4, 2, 0, 1]",True,1164,472,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_001,cglps,1,"[0, 4, 2, 3, 1]",True,1376,472,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_001,ubls,0,"[3, 4, 2, 0, 1]",True,1164,472,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_001,ubls,1,"[3, 4, 2, 1, 0]",True,1164,472,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_002,cglps,0,"[1, 3, 2, 0, 4]",True,1324,512,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_002,cglps,1,"[1, 3, 4, 0, 2]",True,1324,512,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_002,ubls,0,"[1, 3, 2, 0, 4]",True,1324,512,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n05_medium_002,ubls,1,"[1, 3, 0, 2, 4]",True,1324,512,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,cglps,0,"[5, 0, 2, 1, 6, 8, 7, 3, 4, 9]",True,3409,481,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,cglps,1,"[5, 0, 2, 1, 3, 8, 7, 6, 4, 9]",True,3409,481,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,cglps,2,"[5, 0, 2, 1, 6, 8, 7, 9, 4, 3]",True,3409,481,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,cglps,3,"[5, 0, 2, 1, 4, 8, 7, 3, 6, 9]",True,3409,481,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,cglps,4,"[5, 0, 2, 1, 6, 8, 7, 3, 9, 4]",True,3409,481,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,ubls,0,"[5, 0, 2, 1, 6, 8, 7, 3, 4, 9]",True,3409,481,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,ubls,1,"[0, 5, 2, 1, 6, 8, 7, 3, 4, 9]",True,3409,481,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,ubls,2,"[2, 0, 5, 1, 6, 8, 7, 3, 4, 9]",True,3409,481,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,ubls,3,"[5, 0, 2, 1, 6, 9, 7, 3, 4, 8]",True,3409,481,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_000,ubls,4,"[5, 1, 2, 0, 6, 8, 7, 3, 4, 9]",True,3409,481,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_001,cglps,0,"[5, 0, 3, 2, 1, 8, 9, 6, 4, 7]",True,3252,503,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_001,cglps,1,"[5, 2, 3, 0, 1, 8, 9, 6, 4, 7]",True,3252,503,76,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_001,cglps,2,"[5, 0, 3, 2, 1, 4, 9, 6, 8, 7]",True,3252,503,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_001,cglps,3,"[5, 0, 3, 2, 1, 8, 7, 6, 4, 9]",True,3308,503,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_001,ubls,0,"[5, 0, 3, 2, 1, 8, 9, 6, 4, 7]",True,3252,503,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_001,ubls,1,"[5, 7, 3, 2, 1, 8, 9, 6, 4, 0]",True,3308,503,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_001,ubls,2,"[5, 0, 3, 2, 1, 8, 6, 9, 4, 7]",True,3252,503,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_001,ubls,3,"[5, 0, 3, 7, 1, 8, 9, 6, 4, 2]",True,3308,503,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,cglps,0,"[5, 7, 0, 8, 4, 3, 2, 1, 6, 9]",True,2290,497,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,cglps,1,"[5, 7, 6, 8, 4, 3, 2, 1, 0, 9]",True,2290,497,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,cglps,2,"[5, 7, 0, 8, 4, 3, 1, 2, 6, 9]",True,2290,497,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,cglps,3,"[5, 7, 0, 8, 6, 3, 2, 1, 4, 9]",True,2290,497,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,cglps,4,"[5, 7, 0, 8, 4, 3, 2, 1, 9, 6]",True,2290,497,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,ubls,0,"[5, 7, 0, 8, 4, 3, 2, 1, 6, 9]",True,2290,497,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,ubls,1,"[5, 7, 0, 3, 4, 8, 2, 1, 6, 9]",True,2290,497,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,ubls,2,"[5, 7, 0, 8, 4, 3, 1, 2, 6, 9]",True,2290,497,,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,ubls,3,"[3, 7, 0, 8, 4, 5, 2, 1, 6, 9]",True,2290,497,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_high_002,ubls,4,"[5, 6, 0, 8, 4, 3, 2, 1, 7, 9]",True,2290,497,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_low_000,cglps,0,"[0, 7, 9, 5, 1, 8, 4, 3, 6, 2]",True,2604,491,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_low_000,ubls,0,"[0, 7, 9, 5, 1, 8, 4, 3, 6, 2]",True,2604,491,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_low_001,cglps,0,"[0, 2, 7, 9, 3, 5, 6, 4, 1, 8]",True,1803,322,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_low_001,ubls,0,"[0, 2, 7, 9, 3, 5, 6, 4, 1, 8]",True,1803,322,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_low_002,cglps,0,"[1, 3, 2, 8, 7, 0, 5, 4, 6, 9]",True,2511,406,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_low_002,ubls,0,"[1, 3, 2, 8, 7, 0, 5, 4, 6, 9]",True,2511,406,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_000,cglps,0,"[5, 7, 8, 3, 9, 6, 0, 2, 1, 4]",True,2824,504,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_000,cglps,1,"[5, 6, 8, 3, 9, 7, 0, 2, 1, 4]",True,2871,504,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_000,cglps,2,"[5, 7, 8, 3, 6, 9, 0, 2, 1, 4]",True,2824,504,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_000,ubls,0,"[5, 7, 8, 3, 9, 6, 0, 2, 1, 4]",True,2824,504,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_000,ubls,1,"[5, 2, 8, 3, 9, 6, 0, 7, 1, 4]",True,2871,504,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_000,ubls,2,"[5, 7, 2, 3, 9, 6, 0, 8, 1, 4]",True,2824,504,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_001,cglps,0,"[8, 5, 2, 1, 6, 7, 3, 9, 4, 0]",True,2219,480,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_001,cglps,1,"[3, 5, 2, 1, 6, 7, 8, 9, 4, 0]",True,2253,480,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_001,ubls,0,"[8, 5, 2, 1, 6, 7, 3, 9, 4, 0]",True,2219,480,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_001,ubls,1,"[8, 5, 9, 1, 6, 7, 3, 2, 4, 0]",True,2219,480,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_002,cglps,0,"[6, 3, 2, 0, 9, 1, 8, 7, 4, 5]",True,2254,501,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_002,cglps,1,"[6, 3, 7, 0, 9, 1, 8, 2, 4, 5]",True,2432,501,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_002,ubls,0,"[6, 3, 2, 0, 9, 1, 8, 7, 4, 5]",True,2254,501,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n10_medium_002,ubls,1,"[6, 9, 2, 0, 3, 1, 8, 7, 4, 5]",True,2254,501,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,cglps,0,"[19, 5, 6, 16, 10, 13, 7, 0, 4, 15, 1, 17, 3, 9, 8, 2, 18, 11, 12, 14]",True,4417,510,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,cglps,1,"[19, 5, 0, 16, 10, 13, 7, 6, 4, 15, 1, 17, 3, 9, 8, 2, 18, 11, 12, 14]",True,4415,510,1,True,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,cglps,2,"[19, 5, 6, 16, 10, 13, 7, 17, 4, 15, 1, 0, 3, 9, 8, 2, 18, 11, 12, 14]",True,4417,510,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,cglps,3,"[19, 5, 6, 16, 10, 13, 7, 0, 4, 15, 1, 17, 3, 9, 8, 12, 18, 11, 2, 14]",True,4417,510,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,cglps,4,"[19, 5, 6, 16, 10, 13, 7, 0, 12, 15, 1, 17, 3, 9, 8, 2, 18, 11, 4, 14]",True,4417,510,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,ubls,0,"[19, 5, 6, 16, 10, 13, 7, 0, 4, 15, 1, 17, 3, 9, 8, 2, 18, 11, 12, 14]",True,4417,510,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,ubls,1,"[19, 5, 6, 16, 10, 13, 7, 0, 1, 15, 4, 17, 3, 9, 8, 2, 18, 11, 12, 14]",True,4417,510,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,ubls,2,"[19, 5, 6, 16, 10, 9, 7, 0, 4, 15, 1, 17, 3, 13, 8, 2, 18, 11, 12, 14]",True,4417,510,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,ubls,3,"[12, 5, 6, 16, 10, 13, 7, 0, 4, 15, 1, 17, 3, 9, 8, 2, 18, 11, 19, 14]",True,4417,510,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_000,ubls,4,"[19, 5, 6, 16, 0, 13, 7, 10, 4, 15, 1, 17, 3, 9, 8, 2, 18, 11, 12, 14]",True,4417,510,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,cglps,0,"[18, 15, 3, 5, 17, 11, 10, 13, 7, 4, 19, 1, 16, 8, 2, 12, 9, 0, 6, 14]",True,6163,502,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,cglps,1,"[18, 15, 3, 5, 17, 11, 0, 13, 7, 4, 19, 1, 16, 8, 2, 12, 9, 10, 6, 14]",True,6163,502,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,cglps,2,"[18, 15, 3, 5, 17, 11, 10, 13, 7, 4, 1, 19, 16, 8, 2, 12, 9, 0, 6, 14]",True,6163,502,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,cglps,3,"[18, 15, 3, 5, 17, 11, 10, 13, 7, 19, 4, 1, 16, 8, 2, 12, 9, 0, 6, 14]",True,6163,502,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,cglps,4,"[18, 15, 3, 5, 17, 11, 10, 13, 7, 4, 19, 1, 16, 8, 2, 12, 6, 0, 9, 14]",True,6163,502,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,ubls,0,"[18, 15, 3, 5, 17, 11, 10, 13, 7, 4, 19, 1, 16, 8, 2, 12, 9, 0, 6, 14]",True,6163,502,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,ubls,1,"[18, 15, 3, 5, 17, 11, 10, 13, 7, 4, 19, 1, 16, 9, 2, 12, 8, 0, 6, 14]",True,6163,502,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,ubls,2,"[18, 8, 3, 5, 17, 11, 10, 13, 7, 4, 19, 1, 16, 15, 2, 12, 9, 0, 6, 14]",True,6163,502,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,ubls,3,"[18, 15, 3, 5, 17, 11, 10, 13, 7, 4, 19, 1, 16, 8, 2, 12, 9, 0, 14, 6]",True,6163,502,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_001,ubls,4,"[18, 15, 3, 5, 17, 0, 10, 13, 7, 4, 19, 1, 16, 8, 2, 12, 9, 11, 6, 14]",True,6163,502,,False,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,cglps,0,"[2, 10, 19, 1, 17, 12, 3, 16, 5, 9, 7, 11, 0, 4, 14, 18, 15, 13, 6, 8]",True,5777,512,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,cglps,1,"[2, 10, 19, 1, 17, 12, 3, 16, 5, 9, 7, 11, 0, 4, 14, 18, 6, 13, 15, 8]",True,5777,512,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,cglps,2,"[2, 10, 19, 1, 17, 12, 3, 16, 5, 9, 8, 11, 0, 4, 14, 18, 15, 13, 6, 7]",True,5777,512,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,cglps,3,"[2, 10, 19, 1, 17, 12, 3, 16, 5, 9, 7, 8, 0, 4, 14, 18, 15, 13, 6, 11]",True,5777,512,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,cglps,4,"[2, 10, 19, 1, 17, 12, 3, 16, 5, 9, 7, 11, 0, 4, 14, 18, 15, 8, 6, 13]",True,5777,512,1,True,False
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,ubls,0,"[2, 10, 19, 1, 17, 12, 3, 16, 5, 9, 7, 11, 0, 4, 14, 18, 15, 13, 6, 8]",True,5777,512,,False,True
a8bec75ead3a9f18a6d4e99fa05aa5a2f4291ee289b47debf5533ec06dc18403,AR0307SR,AR0307SR_n20_high_002,ubls,1,"[2, 10, 19, 1, 17, 18, 3, 16, 5, 9, 7, 11, 0, 4, 14, 12, 15, 13, 6, 8]",True,5777,512,,False,False
