manifest_sha256,map_name,catalogue_role,catalogue_seed,instance_id,method,success,termination_reason,selected_candidate_id,selected_agent_order_json,soc,makespan,final_conflict_count,additional_pp_eval_count,logical_pp_candidate_count,logical_runtime_ms,baseline_spf_pp_time_ms,method_specific_runtime_ms
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n05_medium_001,cglps,True,success,0,"[4, 3, 1, 2, 0]",1768,505,0,1,2,31567.60660003056,8893.943600007333,13845.530299993698
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n05_medium_001,ubls,True,success,0,"[4, 3, 1, 2, 0]",1768,505,0,1,2,26602.329700021073,8893.943600007333,8884.2905999918
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n05_medium_002,spf,True,success,0,"[4, 1, 0, 2, 3]",1422,411,0,0,1,22791.390499973204,11496.37409998104,11496.37409998104
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n05_medium_002,cglps,True,success,0,"[4, 1, 0, 2, 3]",1422,411,0,1,2,34277.529599989066,11496.37409998104,11482.554999995045
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n05_medium_002,ubls,True,success,0,"[4, 1, 0, 2, 3]",1422,411,0,1,2,34293.78409998026,11496.37409998104,11502.393600007053
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_000,spf,True,success,0,"[8, 2, 0, 9, 3, 5, 6, 7, 1, 4]",3747,505,0,0,1,220916.47529997863,111392.4391999899,111392.4391999899
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_000,cglps,True,success,0,"[8, 2, 0, 9, 3, 5, 6, 7, 1, 4]",3747,505,0,3,4,555168.5451999947,111392.4391999899,334234.35110002174
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_000,ubls,True,success,0,"[8, 2, 0, 9, 3, 5, 6, 7, 1, 4]",3747,505,0,3,4,556483.4472000075,111392.4391999899,335566.9719000289
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_001,spf,True,success,0,"[7, 6, 2, 4, 5, 8, 0, 3, 9, 1]",2828,511,0,0,1,112527.85930002574,56533.43540002243,56533.43540002243
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_001,cglps,True,success,0,"[7, 6, 2, 4, 5, 8, 0, 3, 9, 1]",2828,511,0,3,4,283482.0866000373,56533.43540002243,170937.15750001138
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_001,ubls,True,success,0,"[7, 6, 2, 4, 5, 8, 0, 3, 9, 1]",2828,511,0,3,4,283206.71700002276,56533.43540002243,170678.85769999702
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_002,spf,True,success,0,"[0, 1, 4, 7, 9, 6, 5, 2, 8, 3]",3519,494,0,0,1,88264.19719998376,44339.83309997711,44339.83309997711
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_002,cglps,True,success,0,"[0, 1, 4, 7, 9, 6, 5, 2, 8, 3]",3519,494,0,3,4,221415.36059998907,44339.83309997711,133133.84340002085
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_high_002,ubls,True,success,0,"[0, 1, 4, 7, 9, 6, 5, 2, 8, 3]",3519,494,0,3,4,221609.50920003233,44339.83309997711,133345.31200004858
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_000,spf,True,success,0,"[7, 6, 5, 3, 9, 2, 1, 8, 4, 0]",2233,481,0,0,1,84102.13750001276,43072.80140000512,43072.80140000512
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_000,cglps,True,success,0,"[7, 6, 5, 3, 9, 2, 1, 8, 4, 0]",2233,481,0,0,1,84117.80830001226,43072.80140000512,0.0043000036384910345
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_000,ubls,True,success,0,"[7, 6, 5, 3, 9, 2, 1, 8, 4, 0]",2233,481,0,0,1,84102.18439999153,43072.80140000512,0.04689997876994312
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_001,spf,True,success,0,"[8, 2, 5, 6, 7, 1, 3, 9, 0, 4]",2617,487,0,0,1,108232.64720002771,55130.82890000078,55130.82890000078
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_001,cglps,True,success,0,"[8, 2, 5, 6, 7, 1, 3, 9, 0, 4]",2617,487,0,0,1,108248.6461000226,55130.82890000078,0.0050000089686363935
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_001,ubls,True,success,0,"[8, 2, 5, 6, 7, 1, 3, 9, 0, 4]",2617,487,0,0,1,108232.69550004625,55130.82890000078,0.04830001853406429
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_002,spf,True,success,0,"[8, 7, 3, 2, 9, 0, 4, 6, 5, 1]",2925,511,0,0,1,116861.14410002483,58720.858900021994,58720.858900021994
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_002,cglps,True,success,0,"[8, 7, 3, 2, 9, 0, 4, 6, 5, 1]",2925,511,0,0,1,116878.52720002411,58720.858900021994,0.0041000021155923605
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_low_002,ubls,True,success,0,"[8, 7, 3, 2, 9, 0, 4, 6, 5, 1]",2925,511,0,0,1,116861.18770000758,58720.858900021994,0.043599982745945454
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_000,spf,True,success,0,"[3, 0, 8, 2, 6, 7, 4, 5, 9, 1]",3144,507,0,0,1,135476.9557999971,68054.97629998717,68054.97629998717
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_000,cglps,True,success,0,"[3, 0, 8, 2, 6, 7, 4, 5, 9, 1]",3144,507,0,1,2,203806.4269000024,68054.97629998717,68311.2223999924
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_000,ubls,True,success,0,"[3, 0, 8, 2, 6, 7, 4, 5, 9, 1]",3144,507,0,1,2,203531.87130004517,68054.97629998717,68054.91550004808
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_001,spf,True,success,0,"[0, 2, 5, 7, 8, 6, 9, 4, 3, 1]",2939,488,0,0,1,115856.15440001129,58273.49849999882,58273.49849999882
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_001,cglps,True,success,0,"[0, 2, 5, 7, 8, 6, 9, 4, 3, 1]",2939,488,0,1,2,173848.54589999304,58273.49849999882,57975.9831999836
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_001,ubls,True,success,0,"[0, 2, 5, 7, 8, 6, 9, 4, 3, 1]",2939,488,0,1,2,174033.06890002568,58273.49849999882,58176.91450001439
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_002,spf,True,success,0,"[9, 7, 0, 3, 1, 8, 2, 4, 6, 5]",2376,494,0,0,1,41368.399800005136,20834.16820000275,20834.16820000275
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_002,cglps,True,success,0,"[9, 7, 0, 3, 1, 8, 2, 4, 6, 5]",2376,494,0,1,2,62600.76699996716,20834.16820000275,21216.21749998303
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n10_medium_002,ubls,True,success,0,"[9, 7, 0, 3, 1, 8, 2, 4, 6, 5]",2376,494,0,1,2,62167.184899997665,20834.16820000275,20798.78509999253
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_000,spf,True,success,0,"[3, 7, 13, 5, 12, 1, 9, 0, 17, 19, 8, 18, 16, 11, 2, 15, 6, 4, 10, 14]",6807,508,0,0,1,212653.5012999666,107416.19069999433,107416.19069999433
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_000,cglps,True,success,0,"[3, 7, 13, 5, 12, 1, 9, 0, 17, 19, 8, 18, 16, 11, 2, 15, 6, 4, 10, 14]",6807,508,0,4,5,652220.1070999436,107416.19069999433,439495.17589996685
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_000,ubls,True,success,0,"[3, 7, 13, 5, 12, 1, 9, 0, 17, 19, 8, 18, 16, 11, 2, 15, 6, 4, 10, 14]",6807,508,0,4,5,643062.0981999382,107416.19069999433,430408.5968999716
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_001,spf,True,success,0,"[19, 13, 16, 17, 10, 12, 7, 0, 15, 3, 6, 2, 4, 1, 9, 14, 8, 5, 18, 11]",6491,503,0,0,1,248353.15400001127,125395.9487999964,125395.9487999964
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_001,cglps,True,success,0,"[19, 13, 16, 17, 10, 12, 7, 0, 15, 3, 6, 2, 4, 1, 9, 14, 8, 5, 18, 11]",6491,503,0,4,5,747952.5330000324,125395.9487999964,499528.606900014
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_001,ubls,True,success,0,"[19, 13, 16, 17, 10, 12, 7, 0, 15, 3, 6, 2, 4, 1, 9, 14, 8, 5, 18, 11]",6491,503,0,4,5,747065.820000018,125395.9487999964,498712.6660000067
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_002,spf,True,success,0,"[6, 2, 15, 10, 1, 9, 8, 13, 19, 14, 11, 12, 3, 7, 5, 18, 4, 17, 0, 16]",5826,470,0,0,1,81943.51939996704,41243.77899998217,41243.77899998217
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_002,cglps,True,success,0,"[6, 2, 15, 10, 1, 9, 8, 13, 19, 14, 11, 12, 3, 7, 5, 18, 4, 17, 0, 16]",5826,470,0,3,4,206572.94299994828,41243.77899998217,124564.78159999824
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_high_002,ubls,True,success,0,"[6, 2, 15, 10, 1, 9, 8, 13, 19, 14, 11, 12, 3, 7, 5, 18, 4, 17, 0, 16]",5826,470,0,3,4,206558.2684999681,41243.77899998217,124614.74910000106
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_000,spf,True,success,0,"[1, 3, 12, 4, 7, 9, 15, 10, 19, 11, 2, 5, 8, 16, 0, 13, 17, 14, 18, 6]",4904,481,0,0,1,114809.80560000171,58053.595300007146,58053.595300007146
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_000,cglps,True,success,0,"[1, 3, 12, 4, 7, 9, 15, 10, 19, 11, 2, 5, 8, 16, 0, 13, 17, 14, 18, 6]",4904,481,0,0,1,114877.54180000047,58053.595300007146,0.01409999094903469
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_000,ubls,True,success,0,"[1, 3, 12, 4, 7, 9, 15, 10, 19, 11, 2, 5, 8, 16, 0, 13, 17, 14, 18, 6]",4904,481,0,0,1,114809.87790002837,58053.595300007146,0.07230002665892243
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_001,spf,True,success,0,"[17, 6, 7, 14, 0, 18, 9, 15, 1, 3, 11, 8, 19, 2, 13, 4, 12, 10, 16, 5]",5156,465,0,0,1,339660.72480002185,171526.7676000076,171526.7676000076
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_001,cglps,True,success,0,"[17, 6, 7, 14, 0, 18, 9, 15, 1, 3, 11, 8, 19, 2, 13, 4, 12, 10, 16, 5]",5156,465,0,0,1,339726.0696000012,171526.7676000076,0.0045000051613897085
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_001,ubls,True,success,0,"[17, 6, 7, 14, 0, 18, 9, 15, 1, 3, 11, 8, 19, 2, 13, 4, 12, 10, 16, 5]",5156,465,0,0,1,339660.8320999949,171526.7676000076,0.10729997302405536
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_002,spf,True,success,0,"[19, 15, 6, 7, 5, 16, 1, 3, 8, 18, 13, 10, 17, 12, 14, 11, 2, 4, 0, 9]",5457,473,0,0,1,108736.58170000999,54450.19480001065,54450.19480001065
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_002,cglps,True,success,0,"[19, 15, 6, 7, 5, 16, 1, 3, 8, 18, 13, 10, 17, 12, 14, 11, 2, 4, 0, 9]",5457,473,0,0,1,108803.90659999102,54450.19480001065,0.0033999967854470015
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_low_002,ubls,True,success,0,"[19, 15, 6, 7, 5, 16, 1, 3, 8, 18, 13, 10, 17, 12, 14, 11, 2, 4, 0, 9]",5457,473,0,0,1,108736.64529999951,54450.19480001065,0.06359998951666057
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_000,spf,True,success,0,"[7, 15, 8, 16, 9, 17, 6, 2, 12, 14, 13, 19, 10, 1, 0, 5, 3, 11, 4, 18]",5410,501,0,0,1,269037.4327999889,136540.24060000665,136540.24060000665
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_000,cglps,True,success,0,"[7, 15, 8, 16, 9, 17, 6, 2, 12, 14, 13, 19, 10, 1, 0, 5, 3, 11, 4, 18]",5410,501,0,1,2,406159.7719999845,136540.24060000665,137052.74829998962
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_000,ubls,True,success,0,"[7, 15, 8, 16, 9, 17, 6, 2, 12, 14, 13, 19, 10, 1, 0, 5, 3, 11, 4, 18]",5410,501,0,1,2,403326.1208999611,136540.24060000665,134288.6880999722
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_001,spf,True,success,0,"[8, 5, 19, 17, 3, 16, 6, 12, 10, 15, 1, 2, 11, 0, 13, 4, 14, 7, 9, 18]",5644,512,0,0,1,320832.6405999542,161970.56129999692,161970.56129999692
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_001,cglps,True,success,0,"[8, 5, 19, 17, 3, 16, 6, 12, 10, 15, 1, 2, 11, 0, 13, 4, 14, 7, 9, 18]",5644,512,0,2,3,659479.0362999483,161970.56129999692,338574.77019997896
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_001,ubls,True,success,0,"[8, 5, 19, 17, 3, 16, 6, 12, 10, 15, 1, 2, 11, 0, 13, 4, 14, 7, 9, 18]",5644,512,0,2,3,646723.4710999473,161970.56129999692,325890.8304999932
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_002,spf,True,success,0,"[19, 1, 12, 2, 11, 9, 7, 5, 3, 17, 4, 13, 8, 16, 14, 6, 15, 0, 10, 18]",4393,444,0,0,1,104921.85590000008,52782.281200023135,52782.281200023135
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_002,cglps,True,success,0,"[19, 1, 12, 2, 11, 9, 7, 5, 3, 17, 4, 13, 8, 16, 14, 6, 15, 0, 10, 18]",4393,444,0,1,2,160387.22520001465,52782.281200023135,55404.980699997395
14964ee449b826c6280299f68a6cfc0cc42d34f3045d87070971027009dbb71c,AR0400SR,mapf9_primary,2030,AR0400SR_n20_medium_002,ubls,True,success,0,"[19, 1, 12, 2, 11, 9, 7, 5, 3, 17, 4, 13, 8, 16, 14, 6, 15, 0, 10, 18]",4393,444,0,1,2,159691.79120004992,52782.281200023135,54769.93530004984
